name,address,contact_person,telephone,fax,email,website,organisation,organisation_website
"Seniorenwohnungen im AWO Seniorenzentrum ""Prof. R. Fetscher"", Dresden","Jonsdorfer Straße 20
01259 Dresden",,0351 2042-0,0351 2042-200,mail2@awo-in-sachsen.de,,AWO Sachsen Soziale Dienste gemeinnützige GmbH,http://www.awo-in-sachsen.de
"Service-Wohnanlage „Kaßberghöhe“, Chemnitz","Agricolastraße 44
09112 Chemnitz",Frau: Ramona Uhlmann,0371 9095910,0371 9095911,,http://www.awo-chemnitz.de/index.php/senioren/betreutes-wohnen-fuer-senioren/unsere-wohnanlagen/bw-wohnanlage-kassberghoehe-agricolastrasse,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Servicewohnen Grünau, Leipzig","Dölziger Weg 2 und 4
04205 Leipzig",Frau: christine Renner,0341 4112073,,christine.renner@awo-leipzig-stadt.de,http://www.awo-leipzig-stadt.de/kranken-und-altenpflege/servicewohnen/servicewohnen/,AWO Kreisverband Leipzig-Stadt e.V.,http://www.awo-leipzig-stadt.de
"Servicewohnen Grünau Nord, Leipzig","Titaniaweg 3 und 5
04205 Leipzig",Frau: Christine Renner,0341 4240710,,christine.renner@awo-leipzig-stadt.de,http://www.awo-leipzig-stadt.de/kranken-und-altenpflege/servicewohnen/servicewohnen/,AWO Kreisverband Leipzig-Stadt e.V.,http://www.awo-leipzig-stadt.de
"Servicewohnen Lindenau, Leipzig","Rietschelstraße 59
04277 Leipzig",Frau: Christine Renner,0341 4240710,,christine.renner@awo-leipzig-stadt.de,http://www.awo-leipzig-stadt.de/kranken-und-altenpflege/servicewohnen/servicewohnen/,AWO Kreisverband Leipzig-Stadt e.V.,http://www.awo-leipzig-stadt.de
"Servicewohnen Rodewisch, Rodewisch","Auerbacher Straße 39 - 43
08228 Rodewisch",Frau: Jessica Trommer,03744 3517940,03744 3517941,j.trommer@awo-vogtland.de,http://www.awo-vogtland.de,AWO Vogtland e.V.,http://https://www.awo-vogtland.de/
"Sozial- und Schuldnerberatung, Schwarzenberg","Grünhainer Straße 2
08340 Schwarzenberg",Herr: Felix Oeser,03774 22728,03774 178185,schuldnerberatung@awo-erzgebirge.de,http://https://www.awo-erzgebirge.de/index.php/angebote/iberatung-und-beratungsstellen,AWO Kreisverband Aue/Schwarzenberg e.V.,http://www.awo-erzgebirge.de
"Sozial-Pädagogische Familienhilfe, Erziehungsbeistand, Hilfe für junge Volljährige und begleiteter Umgang, Bautzen","Löbauer Straße 48
02625 Bautzen",Leiterin : Alin Grohmann,035913261130,035913261138,spfh@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Soziale Arbeitsprojekte SONNENSTEIN gemeinnützige GmbH, Dresden","Georg-Palitzsch-Straße 10
01239 Dresden",,03501 7972-11,03501 7972-99,info@saps-ggmbh.de,,Soziale Arbeitsprojekte SONNENSTEIN gemeinnützige GmbH,http://www.awo-in-sachsen.de
"Soziale Trainingskurse Döbeln, Döbeln","Nordstraße 2
04720 Döbeln",: Anke Lilienthal,03431 625934,03431 678621,massnahmen-jgh-dl@awo-familienzentrum.org,http://www.awo-mulde-collm.de,AWO Familienzentrum gGmbH,http://www.awo-familienzentrum.org
"Soziale Trainingskurse Grimma, Grimma","Frauenkirchhof 1
04668 Grimma",: Nicole Handke,03437 941982,03437 941984,massnahmen-jgh@awo-familienzentrum.org,http://www.awo-mulde-collm.de,AWO Familienzentrum gGmbH,http://www.awo-familienzentrum.org
"Sozialer Trainingskurs ""Mädchen in Aktion"" (MiA), Chemnitz","Wiesenstraße 10
09111 Chemnitz",Frau: Susanne Ahnert,0371 67426 42,,stk_mia@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/beratung-und-hilfe/straffaelligenhilfe-einrichtungen/2013-11-04-11-02-42,AWO Kreisverband Chemnitz und Umgebung e.V.,http://www.awo-chemnitz.de
"Sozialer Trainingskurs (STK), Chemnitz","Wiesenstraße 10
09111 Chemnitz",Herr: Jörg Weigel,0371 67426-30  und -42,0371 6742625,stk@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/beratung-und-hilfe/straffaelligenhilfe-einrichtungen/2013-11-04-11-02-41,AWO Kreisverband Chemnitz und Umgebung e.V.,http://www.awo-chemnitz.de
"Soziales Frühwarnsystem im Landkreis, Bautzen","Löbauer Straße 48
02625 Bautzen",Ansprechpartnerin: Nora Lehning,035913261127,035913261128,nora.lehning@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Sozialpädagogische Familienhilfe, Bad Düben","Sandstraße 5
04849 Bad Düben",Leiterin: Elke Wolbach,034243/33539,034243/33528,e.wolbach@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Sozialpädagogische Familienhilfe (SPFH), Chemnitz","Fürstenstraße 53a
09130 Chemnitz",Frau: Jana Wittig,0371 33669600,0371 33669559,spfh@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kinder-jugend-familie/sozialpaedagogische-familienhilfe,AWO Kreisverband Chemnitz und Umgebung e.V.,http://www.awo-chemnitz.de
"Sozialpädagogische Familienhilfe / Erziehungsbeistand, Grimma","Stecknadelallee 1
04668 Grimma",Teamleiterin: Sarah  Kokot,03437 7493016,03437 7493018,spfh@awo-familienzentrum.org,http://www.awo-mulde-collm.de,AWO Familienzentrum gGmbH,http://www.awo-familienzentrum.org
"Sozialpädagogische Familienhilfe Adorf, Adorf","August-Bebel-Str. 8
08626 Adorf",Teamleiterin: Frau  Langhammer,037423/57888,037423/57836,uebel@awovogtland.de,http://www.awovogtland.de/beratungsdienste/familienhilfe,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Sozialpädagogische Tagesgruppe ""Sprungbrett"", Görlitz","Gersdorfstraße 15
02828 Görlitz",Leiter: Markus Neuwinger,03581/3298570,03581/3298570,sprungbrett@awo-oberlausitz.de,http://awo-oberlausitz.de/kinder-jugend-familie/sozialpaedagogische-tagesgruppe-sprungbrett-goerlitz/,AWO Kreisverband Oberlausitz e.V.,http://www.awo-oberlausitz.de
"Sozialstation  Bad Lausick, Bad Lausick","Rochlitzer Ring 33
04651 Bad Lausick",Leiterin: Katrin Vierig,034345 23769,034345 55378,badlausick@awo-sozialstationen.net,http://www.awo-mulde-collm.de,AWO Pflege und Betreuungs gGmbH,http://www.awo-sozialstationen.net
"Sozialstation Böhlitz - Ehrenberg, Leipzig","Leipziger Str. 51
04178 Leipzig",PDL: Ines Engelmann,0341/4511434,0341/4511434,sst-boehlitz@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Sozialstation Brandis, Brandis","Braustraße 34
04821 Brandis",PDL: Janina Herrmann,034292 630949,034292 632209,brandis@awo-sozialstationen.net,http://www.awo-mulde-collm.de,AWO Pflege und Betreuungs gGmbH,http://www.awo-sozialstationen.net
"Sozialstation Colditz, Colditz","Am Ring 3 a
04680 Colditz",PDL: Gerlinde Schneider,034381 42527,034381 41472,info@awo-sst-colditz.de,http://www.awo-mulde-collm.de,AWO Pflege und Betreuungs gGmbH,http://www.awo-sozialstationen.net
"Sozialstation Dahlen, Dahlen","Bahnhofstraße 100
04774 Dahlen",Leiterin: Ines Kahle,034361 51410,034361 51848,dahlen@awo-sozialstationen.net,http://www.awo-mulde-collm.de,AWO Pflege und Betreuungs gGmbH,http://www.awo-sozialstationen.net
"Sozialstation Döbeln, Döbeln","Unnaer Straße 1b
04720 Döbeln",PDL: Stefanie Schütze,03431 612569,03431 612580,doebeln@awo-sozialstationen.net,http://www.awo-mulde-collm.de,AWO Pflege und Betreuungs gGmbH,http://www.awo-sozialstationen.net
"Sozialstation Grünau, Leipzig","Dölziger Weg 2
04205 Leipzig",Herr: Heiko Kunze,0341/4112073,0341/4423396,sst1@awo-leipzig-stadt.de,http://www.awo-leipzig-stadt.de/kranken-und-altenpflege/ambulante-pflege/pflege-zuhause/,AWO Kreisverband Leipzig-Stadt e.V.,http://www.awo-leipzig-stadt.de
"Sozialstation Grünau Mitte, Leipzig","Offenburger Straße 9-11
04205 Leipzig",Pflegedienstleiterin: Babette Pampel,0341/ 25600411,0341/ 25600499,sst6@awo-leipzig-stadt.de,http://www.awo-leipzig-stadt.de/kranken-und-altenpflege/ambulante-pflege/pflege-zuhause/,AWO Kreisverband Leipzig-Stadt e.V.,http://www.awo-leipzig-stadt.de
"Sozialstation Grünau-Nord, Leipzig","Selliner Straße 17
04207 Leipzig",Pflegedienstleiterin: Jana Most,0341/31957630,0341/31957650,sst4@awo-leipzig-stadt.de,http://www.awo-leipzig-stadt.de/kranken-und-altenpflege/ambulante-pflege/pflege-zuhause/,AWO Kreisverband Leipzig-Stadt e.V.,http://www.awo-leipzig-stadt.de
"Sozialstation Hohenstein-Ernstthal, Hohenstein-Ernstthal","Lungwitzer Straße 39
09337 Hohenstein-Ernstthal",Leiterin: Britta Lange,03723 / 7 69 65 01,03723 / 7 69 65 04,sozialstation.hohenstein@awo-zwickau.de,http://https://www.awo-zwickau.de/altenhilfe/ambulante-pflege,AWO gemeinnützige GmbH Zwickau - Soziale Betreuung,http://www.awo-suedwestsachsen.de
"Sozialstation Liebertwolkwitz, Leipzig","Teichmannstraße 1b
04288 Leipzig",PDL: Sascha Voigt,034297/49100,034297/186527,sst-wolks@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Sozialstation Lindenau, Leipzig","Rietschelstraße 59
04177 Leipzig",Herr: Frank Kaupe,0341 4418 446,0341 4418 646,sst2@awo-leipzig-stadt.de,http://www.awo-leipzig-stadt.de/kranken-und-altenpflege/ambulante-pflege/pflege-zuhause/,AWO Kreisverband Leipzig-Stadt e.V.,http://www.awo-leipzig-stadt.de
"Sozialstation Lützschena/ Markranstädt, Leipzig","Am Brunnen 5-7
04159 Leipzig",PDL: Simone Nehring,0341/ 4611112,,sst-luetzschena@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Sozialstation Zwickau, Zwickau","Kosmonautenstraße 9
08066 Zwickau",Leiterin: Sandra Morgner,0375 / 47 59 97,0375 / 4 35 92 44,soziale.dienste@awo-zwickau.de,http://https://www.awo-zwickau.de/altenhilfe/sozialstation,AWO gemeinnützige GmbH Zwickau - Soziale Betreuung,http://www.awo-suedwestsachsen.de
"Sozialstation/ambulanter Pflegedienst, Bautzen","Löbauer Straße 50
02625 Bautzen",Frau: Kathrin Marschall,03591/32 61 170,03591/32 61 179,sozialstation@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Stadtteilmanagement Innenstadt, Chemnitz","Reitbahnstraße 32
09111 Chemnitz",,0371 6664962,0371 6664964,katrin.guenther@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/beratung-und-hilfe/stadtteilmanagement-stadtumbaumanagement,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Stadtteilmanagement Süd, Chemnitz","Wladimir-Sagorski-Straße 24
09122 Chemnitz",Herr: Thomas Rosner,0371 3342482,0371 3178786,thomas.rosner@awo-chemnitz.de,http://https://www.awo-chemnitz.de/index.php/beratung-und-hilfe/stadtteilmanagement-sued,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Suchtberatungs- und -behandlungsstelle ""Löwenzahn"" - Frühstücksangebot, Freital","Dresdner Straße 162
01705 Freital",Anrede: Vorname Nachname,0351 6493528,0351 6417694,suchtberatung-ftl@awo-weisseritzkreis.de,www.awo-weisseritzkreis.de ,AWO Kreisverband Weißeritzkreis e.V.,http://www.awo-weisseritzkreis.de
"Suchtberatungs- und -behandlungsstelle ""Löwenzahn"" - Infoseminar, Freital","Dresdner Straße 162
01705 Freital",Anrede: Vorname Nachname,0351 6493528,0351 6417694,suchtberatung-ftl@awo-weisseritzkreis.de,www.awo-weisseritzkreis.de,AWO Kreisverband Weißeritzkreis e.V.,http://www.awo-weisseritzkreis.de
"Suchtberatungs- und -behandlungsstelle ""Löwenzahn"" - Selbsthilfegruppe ""Löwenzahn"", Dippoldiswalde","Niedertorstraße 5
01744 Dippoldiswalde",Anrede: Vorname Nachname,03504 618965,03504 6949231,suchtberatung-dw@awo-weisseritzkreis.de,www.awo-weisseritzkreis.de,AWO Kreisverband Weißeritzkreis e.V.,http://www.awo-weisseritzkreis.de
"Suchtberatungs- und -behandlungsstelle ""Löwenzahn"" - SHG ""Horizont"", Freital","Dresdner Straße 162
01705 Freital",Anrede: Vorname Nachname,0351 6493528,0351 6417694,suchtberatung-ftl@awo-weisseritzkreis.de,www.awo-weisseritzkreis.de,AWO Kreisverband Weißeritzkreis e.V.,http://www.awo-weisseritzkreis.de
"Suchtberatungs- und -behandlungsstelle ""Löwenzahn"", Freital","Dresdner Straße 162
01705 Freital",Leiterin: Matthias Horwath,0351 6493528,0351 6417694,suchtberatung-ftl@awo-weisseritzkreis.de,www.awo-weisseritzkreis.de,AWO Kreisverband Weißeritzkreis e.V.,http://www.awo-weisseritzkreis.de
"Suchtberatungs- und -behandlungsstelle ""Löwenzahn"" Außensprechstunde, Altenberg","Platz des Bergmanns 2
01773 Altenberg",Mitarbeiterin: Christian Schäfer,03504 618965,03504 6949231,suchtberatung-dw@awo-weisseritzkreis.de,www.awo-weisseritzkreis.de,AWO Kreisverband Weißeritzkreis e.V.,http://www.awo-weisseritzkreis.de
"Suchtberatungs- und -behandlungsstelle ""Löwenzahn"" Außensprechstunde, Wilsdruff","Freiberger Straße 5
01723 Wilsdruff",Mitarbeiterin: Jana Tempels,0152 26097843,0351 6417694,suchtberatung-ftl@awo-weisseritzkreis.de,www.awo-weisseritzkreis.de,AWO Kreisverband Weißeritzkreis e.V.,http://www.awo-weisseritzkreis.de
"Suchtberatungs- und -behandlungsstelle ""Löwenzahn"" Außenstelle, Dippoldiswalde","Niedertorstraße 5
01744 Dippoldiswalde",Mitarbeiterin: Christian Schäfer,03504 618965,03504 6949231,suchtberatung-dw@awo-weisseritzkreis.de,www.awo-weisseritzkreis.de,AWO Kreisverband Weißeritzkreis e.V.,http://www.awo-weisseritzkreis.de
"Suchtberatungs- und -behandlungstelle ""Löwenzahn"" - Selbsthilfegruppe ""Regenbogen"", Freital","Dresdner Straße 162
01705 Freital",Anrede: Vorname Nachname,0351 6493528,0351 6417694,suchtberatung-ftl@awo-weisseritzkreis.de,www.awo-weisseritzkreis.de ,AWO Kreisverband Weißeritzkreis e.V.,http://www.awo-weisseritzkreis.de
"Suchtbertungs- und -behandlungsstelle ""Löwenzahn"" - Selbsthilfegruppe ""Hoffnung"", Freital","Dresdner Straße 162
01705 Freital",Anrede: Vorname Nachname,0351 6493528,0351 6417694,suchtberatung-ftl@awo-weisseritzkreis.de,www.awo-weisseritzkreis.de,AWO Kreisverband Weißeritzkreis e.V.,http://www.awo-weisseritzkreis.de
"Tages- und Nachtpflege, Leipzig","Offenburger Straße 13-15
04209 Leipzig",Frau : Verena Geiss,0341 25600411,,tagespflege3@awo-leipzig-stadt.de,http://www.awo-leipzig-stadt.de/kranken-und-altenpflege/tagespflege/beratung-und-leistung/,AWO Kreisverband Leipzig-Stadt e.V.,http://www.awo-leipzig-stadt.de
"Tagesgruppe Plauen, Plauen","Straßberger Straße
08523 Plauen",Teamleiterin: Annett Flemming,03741 131002,03741 3006431,tagesgruppe-plauen@awo-vogtland.de,http://www.awo-vogtland.de,AWO Plauen-Vogtland gGmbH,http://https://www.awo-vogtland.de/
"Tagesgruppe Treuen, Treuen","Innere Herlasgrüner Straße 53
08233 Treuen",Teamleiterin: Claudia Kollei,037468 4774,037468 6782867,c.kollei@awo-vogtland.de,http://www.awo-vogtland.de,AWO Kreisverband Vogtland e.V.,http://https://www.awo-vogtland.de/
"Tagespflege, Leipzig","Titaniaweg 5
04205 Leipzig",Pflegedienstleiter: Karsten Reim,0341/4291243,0341/4299633,karsten.reim@awo-leipzig-stadt.de,http://www.awo-leipzig-stadt.de/kranken-und-altenpflege/tagespflege/unser-konzept/,AWO Kreisverband Leipzig-Stadt e.V.,http://www.awo-leipzig-stadt.de
"Tagespflege, Leipzig","Dölziger Weg 4
04205 Leipzig",Pflegedienstleiterin: Micaela Bienek,0341/4240132,0341/4240134,m.bienek@awo-leipzig-stadt.de,http://www.awo-leipzig-stadt.de/index.php?option=com_content&task=view&id=15&Itemid=82,AWO Kreisverband Leipzig-Stadt e.V.,http://www.awo-leipzig-stadt.de
"Tagespflege, Chemnitz","Stollberger Straße 90
09119 Chemnitz",Frau: Anett Viehweger,0371 2787199,0371 2787110,tagespflege@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/senioren/tagespflege-tp,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Tagespflege ""Haus Sonne"", Chemnitz","Hainstraße 125
09130 Chemnitz",Frau: Katja Schmitt,0371 2731 6776,0371 2731 6775,haus.sonne@awo-chemnitz.de,http://https://www.awo-chemnitz.de/index.php/senioren/tagespflege-tp/tagespflege-haus-sonne-hainstrasse,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Tagespflege der AWO Lausitz, Hoyerswerda","Thomas-Müntzer-Str. 26d
02977 Hoyerswerda",Herr: Torsten Bessert,03571-4885700,03571-4885605,t.bessert@awo-lausitz.de,http://www.awo-lausitz.de,AWO Lausitz Pflege- und Betreuungs-gGmbH,http://www.awo-lausitz.de
"Tagespflege Oberlungwitz, Oberlungwitz","Robert-Koch-Straße 49
09353 Oberlungwitz",Frau: Manja Wiesner,03723 / 41 88 - 102,03723 / 41 88 - 193,tagespflege.oberlungwitz@awo-zwickau.de,http://https://www.awo-zwickau.de/altenhilfe/tagespflege,AWO gemeinnützige GmbH Zwickau - Soziale Betreuung,http://www.awo-suedwestsachsen.de
"Tagespflege Salutstraße 1, Zwickau","Salutstraße 1
08066 Zwickau",Frau: Annett Kempe,0375 / 36 09 15 59,0375 / 36 09 16 51,salutstrasse1@awo-zwickau.de,http://https://www.awo-zwickau.de/altenhilfe/tagespflege,AWO gemeinnützige GmbH Zwickau - Soziale Betreuung,http://www.awo-zwickau.de/ggmbh
"Tagespflege Salutstraße 6, Zwickau","Salutstraße 6
08066 Zwickau",Frau: Andrea Kunz,0375 / 36 08 32 22,0375 / 36 08 32 33,salutstrasse@awo-zwickau.de,http://https://www.awo-zwickau.de/altenhilfe/tagespflege,AWO gemeinnützige GmbH Zwickau - Soziale Betreuung,http://www.awo-zwickau.de/ggmbh
"Tagespflege Weitblick, Zwickau","Weitblick 2a
08066 Zwickau",Leiterin: Maren Katzmarek,0375 / 47 59 97,0375 / 4 35 92 44,soziale.dienste@awo-zwickau.de,http://https://www.awo-zwickau.de/altenhilfe/tagespflege,AWO gemeinnützige GmbH Zwickau - Soziale Betreuung,http://www.awo-suedwestsachsen.de
"Tagestreff Bischofswerda, Bischofswerda","Lutherstraße 18
01877 Bischofswerda",Frau: Christiane Schiemank,03594/ 70 34 08,,suchtberatungbiw@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Täter-Opfer-Ausgleich (TOA) , Grimma","Frauenkirchhof 1
04668 Grimma",: Nicole Handke,03437 941982,03437 941984,massnahmen-jgh@awo-familienzentrum.org,http://www.awo-mulde-collm.de,AWO Familienzentrum gGmbH,http://www.awo-familienzentrum.org
"Täter-Opfer-Ausgleich (TOA), Chemnitz","Wiesenstraße 10
09111 Chemnitz",Frau: Anja Hentschel,0371 67426 29,,toa@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/beratung-und-hilfe/straffaelligenhilfe-einrichtungen/2013-11-04-11-02-43,AWO Kreisverband Chemnitz und Umgebung e.V.,http://www.awo-chemnitz.de
"Täter-Opfer-Ausgleich Döbeln, Döbeln","Nordstraße 2
04720 Döbeln",": Anke Lilienthal, Martina Scheithauer",03431 625934,03431 678621,massnahmen-jgh-dl@awo-familienzentrum.org,http://www.awo-mulde-collm.de,AWO Familienzentrum gGmbH,http://www.awo-familienzentrum.org
"Trainingswohngruppe, Treuen","Ahornweg 13
08233 Treuen",Teamleiterin: Juliane  Kasper,037468 676166,037468 676168,j.kasper@awo-vogtland.de,http://www.awo-vogtland.de,AWO Kreisverband Vogtland e.V.,http://https://www.awo-vogtland.de/
"Villa mit Herz, Treuen","Innere Herlasgrüner Straße 53
08233 Treuen",Teamleiterin : Vicky Lenk,037468 4771,037468 67843,v.lenk@awo-vogtland.de,http://www.awo-vogtland.de,AWO Kreisverband Vogtland e.V.,http://https://www.awo-vogtland.de/
"Wachkomaabteilung , Auerbach","Eisenbahnstraße 14
08209 Auerbach",Einrichtungsleiterin: Susan Hüllebrand-Thiel,03744 2722001,03744 2722051,s.huellebrand@awo-vogtland.de,http://www.awo-vogtland.de,AWO Soziale Dienste Vogtland gGmbH,http://https://www.awo-vogtland.de/
"Wohnanlage „Albert Schweitzer“, Chemnitz","Albert–Schweitzer–Straße 52 b
09116 Chemnitz",Frau: Ines Steiner,0371 4959526,0371 4956196,bw.albert-schweitzer-strasse@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/senioren/betreutes-wohnen-fuer-senioren/unsere-wohnanlagen/bw-wohnanlage-albert-schweitzer,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Wohnen mit Concierge, Chemnitz","Stollberger Straße 115
09119 Chemnitz",Frau: Heike Fiedler,0371 / 270964-39,,heike.fiedler@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/senioren/service-wohnen-mit-concierge,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Wohngruppe Plauen, Plauen","Straßberger Straße 61
08527 Plauen",Teamleiterin: Elke Götze-Pietzschmann,03741/137002,03741/709296,kjh@awo-vogtland.de,http://www.awo-vogtland.de,AWO Vogtland e.V.,http://https://www.awo-vogtland.de/
"Wohngruppe- Unbegleitete minderjährige Ausländer , Rodewisch","Bahnhofstraße 6
08228 Rodewisch",Teamleiterin: Vicky Lenk,03744 3644526,03744 3644527,v.lenk@awo-vogtland.de,http://www.awo-vogtland.de,AWO Kreisverband Vogtland e.V.,http://https://www.awo-vogtland.de/
"Wohnheim für Asylsuchende, Hoyerswerda","Thomas-Müntzer-Str. 25
02977 Hoyerswerda",Herr: Kevin Stanulla,03571-6027666,03571-6027758,info@awo-lausitz.de,http://www.awo-lausitz.de,AWO Kreisverband Lausitz e.V.,http://www.awo-lausitz.de
"Wohnheim für Asylsuchende, Hoyerswerda","Lieselotte-Herrmann-Str. 78a
02977 Hoyerswerda",Herr: Kevin Stanulla,03571-6027666,03571-6027758,info@awo-lausitz.de,http://www.awo-lausitz.de,AWO Kreisverband Lausitz e.V.,http://www.awo-lausitz.de
